rowType,excel_row_number,assigned_recordId,excel_group_row2,excel_column,json_fieldName,mapping_state,excel_value,json_mappedValue,decision,blank_match,extra_field_risk,row_record_match_ratio,pair_exact_match_count,pair_compared_field_count,metric,metric_value,notes
DETAIL,4,SSI-001,Subsection,Identifier 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Identification 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Effective Date Parameter,effectiveDate.parameter,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Effective Start Date,effectiveDate.start,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Effective End Date,effectiveDate.end,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Settlement Purpose,market.settlementPurpose,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Narrative,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Settlement Country,market.settlementCountry,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Classification Identifier,market.classificationIdentifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,CFI,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Alternate Classification Identification,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Alternate Scheme Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Alternate Issuer,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,ISIN,market.isin,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,Settlement Currency,market.settlementCurrency,PRIMARY_FIELD,USD,USD,MATCH,NO,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,PSAFE BIC,market.psafeBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Subsection,ISIN Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Depository,PSET Party Identifier - BIC,depository.psetBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 1,Party Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 1,BIC,,EXTRA_FIELD,MIDLGB22,,MISMATCH,NO,RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 1,Proprietary Identification.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 1,Proprietary Scheme Name.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 1,Proprietary Issuer.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 1,Account Identification,,EXTRA_FIELD,"IBAN - GB58MIDL40051599217231
Account Number - 99217231",,MISMATCH,NO,RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 1,Account Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 2,Party Identifier.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 2,BIC.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 2,Proprietary Identification.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 2,Proprietary Scheme Name.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 2,Proprietary Issuer.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 2,Account Identification.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 2,Account Name.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 3,Party Identifier.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 3,BIC.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 3,Proprietary Identification.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 3,Proprietary Scheme Name.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 3,Proprietary Issuer.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 3,Account Identification.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 3,Account Name.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 4,Party Identifier.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 4,BIC.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 4,Proprietary Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 4,Proprietary Scheme Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 4,Proprietary Issuer.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 4,Account Identification.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 4,Account Name.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Party Identifier.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,BIC.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Proprietary Identification.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Proprietary Scheme Name.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Proprietary Issuer.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Account Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Account Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Registration Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Address Type,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Address Line 1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Address Line 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Address Line 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Address Line 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Address Line 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Street Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Building Number,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Post Code,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Town,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Country Sub Division,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,BIC.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
DETAIL,4,SSI-001,Party 5,Alternative Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,1.0,17,17,,,
SUMMARY,,,,,,,,,,,,,,,accuracy_including_blanks,1.0,"Exact case-sensitive equality across all comparisons, including blank-vs-blank"
SUMMARY,,,,,,,,,,,,,,,precision_including_blanks,1.0,"TP / (TP + FP), counting blank-vs-blank as TP"
SUMMARY,,,,,,,,,,,,,,,recall_including_blanks,1.0,"TP / (TP + FN), counting blank-vs-blank as TP"
SUMMARY,,,,,,,,,,,,,,,accuracy_non_blank_only,1.0,Exact case-sensitive equality excluding blank-vs-blank pairs
SUMMARY,,,,,,,,,,,,,,,precision_non_blank_only,1.0,TP / (TP + FP) excluding blank-vs-blank pairs
SUMMARY,,,,,,,,,,,,,,,recall_non_blank_only,1.0,TP / (TP + FN) excluding blank-vs-blank pairs
SUMMARY,,,,,,,,,,,,,,,blank_pair_matches,16.0,Count of comparisons where both Excel and JSON were blank
SUMMARY,,,,,,,,,,,,,,,primary_fields_expected_count,33.0,Primary JSON fields expected for scoring
SUMMARY,,,,,,,,,,,,,,,primary_fields_mapped_count,17.0,Primary fields mapped from Excel headers
SUMMARY,,,,,,,,,,,,,,,extra_fields_count,70.0,Field | Proprietary Issuer | Beneficiary Entity LEI | A/c at Depository | A/c at Depository ID | Identifier 2 | Identification 2 | Identifier 3 | Identification 3 | Identifier 4 | Identification 4 | Identifier 5 | Identification 5 | Narrative | CFI | Alternate Classification Identification | Alternate Scheme Name | Alternate Issuer | ISIN Country | Party Identifier | BIC | Proprietary Identification.1 | Proprietary Scheme Name.1 | Proprietary Issuer.1 | Account Identification | Account Name | Party Identifier.1 | BIC.1 | Proprietary Identification.2 | Proprietary Scheme Name.2 | Proprietary Issuer.2 | Account Identification.1 | Account Name.1 | Party Identifier.2 | BIC.2 | Proprietary Identification.3 | Proprietary Scheme Name.3 | Proprietary Issuer.3 | Account Identification.2 | Account Name.2 | Party Identifier.3 | BIC.3 | Proprietary Identification.4 | Proprietary Scheme Name.4 | Proprietary Issuer.4 | Account Identification.3 | Account Name.3 | Party Identifier.4 | BIC.4 | Proprietary Identification.5 | Proprietary Scheme Name.5 | Proprietary Issuer.5 | Account Identification.4 | Account Name.4 | Registration Identifier | Name | Address Type | Address Line 1 | Address Line 2 | Address Line 3 | Address Line 4 | Address Line 5 | Street Name | Building Number | Post Code | Town | Country Sub Division | Country | BIC.5 | Alternative Identifier
SUMMARY,,,,,,,,,,,,,,,extra_fields_with_value_risk_count,2.0,Count of extra-field cells that contain value and are flagged RISK
SUMMARY,,,,,,,,,,,,,,,unassigned_excel_rows_count,0.0,
SUMMARY,,,,,,,,,,,,,,,unassigned_json_records_count,0.0,
COMPACT_SUMMARY,,,,,,,,,,,,,,,assigned_records,1.0,SSI-001
COMPACT_SUMMARY,,,,,,,,,,,,,,,primary_fields_mapped_count,17.0,Primary comparison scope (target: 33)
COMPACT_SUMMARY,,,,,,,,,,,,,,,primary_matches,17.0,Out of 17 primary comparisons
COMPACT_SUMMARY,,,,,,,,,,,,,,,accuracy_including_blanks,1.0,Primary fields only
COMPACT_SUMMARY,,,,,,,,,,,,,,,accuracy_non_blank_only,1.0,Primary fields only
COMPACT_SUMMARY,,,,,,,,,,,,,,,extra_fields_count,70.0,All extra-field comparisons across assigned rows
COMPACT_SUMMARY,,,,,,,,,,,,,,,extra_fields_with_value_risk_count,2.0,Account Identification | BIC
