rowType,excel_row_number,assigned_recordId,excel_group_row2,excel_column,json_fieldName,mapping_state,excel_value,json_mappedValue,decision,blank_match,extra_field_risk,row_record_match_ratio,pair_exact_match_count,pair_compared_field_count,metric,metric_value,notes
DETAIL,23,SSI-002,Party 3,Proprietary Issuer.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 3,Account Identification.2,party3.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 3,Account Name.2,party3.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 4,Party Identifier.3,party4.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 4,BIC.3,party4.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 4,Proprietary Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 4,Proprietary Scheme Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 4,Proprietary Issuer.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 4,Account Identification.3,party4.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 4,Account Name.3,party4.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Party Identifier.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,BIC.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Proprietary Identification.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Proprietary Scheme Name.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Proprietary Issuer.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Account Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Account Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Registration Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Address Type,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Address Line 1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Address Line 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Address Line 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Address Line 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Address Line 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Street Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Building Number,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Post Code,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Town,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Country Sub Division,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,BIC.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,23,SSI-002,Party 5,Alternative Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Field,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Action,action,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Instructing Party Identifier,instructingParty.identifier,PRIMARY_FIELD,,BIC,MISMATCH,NO,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Instructing Entity LEI,instructingParty.lei,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Instructing Party BIC,instructingParty.bic,PRIMARY_FIELD,,ABOCCNBJ,MISMATCH,NO,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Proprietary Identification,instructingParty.proprietaryIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Proprietary Scheme Name,instructingParty.proprietarySchemeName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Proprietary Issuer,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Beneficiary Entity LEI,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Beneficiary Entity Identification,beneficiary.entityIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,A/c at Depository,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,A/c at Depository ID,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identifier 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identification 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identifier 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identification 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identifier 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identification 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identifier 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Identification 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Effective Date Parameter,effectiveDate.parameter,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Effective Start Date,effectiveDate.start,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Effective End Date,effectiveDate.end,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Settlement Purpose,market.settlementPurpose,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Narrative,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Settlement Country,market.settlementCountry,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Classification Identifier,market.classificationIdentifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,CFI,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Alternate Classification Identification,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Alternate Scheme Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Alternate Issuer,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,ISIN,market.isin,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,Settlement Currency,market.settlementCurrency,PRIMARY_FIELD,,ALL,MISMATCH,NO,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,PSAFE BIC,market.psafeBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Subsection,ISIN Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Depository,PSET Party Identifier - BIC,depository.psetBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 1,Party Identifier,party1.identifier,PRIMARY_FIELD,,BIC,MISMATCH,NO,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 1,BIC,party1.bic,PRIMARY_FIELD,CEDELULL,CEDELULL,MATCH,NO,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 1,Proprietary Identification.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 1,Proprietary Scheme Name.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 1,Proprietary Issuer.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 1,Account Identification,party1.accountIdentification,PRIMARY_FIELD,80358,"80358 -For International Bond(XS,DE,GB.JP,HK,CA,AU)",MISMATCH,NO,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 1,Account Name,party1.accountName,PRIMARY_FIELD,,CLEARSTREAM,MISMATCH,NO,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 2,Party Identifier.1,party2.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 2,BIC.1,party2.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 2,Proprietary Identification.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 2,Proprietary Scheme Name.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 2,Proprietary Issuer.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 2,Account Identification.1,party2.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 2,Account Name.1,party2.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 3,Party Identifier.2,party3.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 3,BIC.2,party3.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 3,Proprietary Identification.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 3,Proprietary Scheme Name.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 3,Proprietary Issuer.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 3,Account Identification.2,party3.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 3,Account Name.2,party3.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 4,Party Identifier.3,party4.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 4,BIC.3,party4.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 4,Proprietary Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 4,Proprietary Scheme Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 4,Proprietary Issuer.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 4,Account Identification.3,party4.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 4,Account Name.3,party4.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Party Identifier.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,BIC.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Proprietary Identification.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Proprietary Scheme Name.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Proprietary Issuer.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Account Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Account Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Registration Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Address Type,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Address Line 1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Address Line 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Address Line 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Address Line 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Address Line 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Street Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Building Number,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Post Code,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Town,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Country Sub Division,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,BIC.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,33,SSI-001,Party 5,Alternative Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.818182,27,33,,,
DETAIL,35,SSI-003,Subsection,Field,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Action,action,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Instructing Party Identifier,instructingParty.identifier,PRIMARY_FIELD,,BIC,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Instructing Entity LEI,instructingParty.lei,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Instructing Party BIC,instructingParty.bic,PRIMARY_FIELD,,ABOCCNBJ,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Proprietary Identification,instructingParty.proprietaryIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Proprietary Scheme Name,instructingParty.proprietarySchemeName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Proprietary Issuer,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Beneficiary Entity LEI,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Beneficiary Entity Identification,beneficiary.entityIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,A/c at Depository,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,A/c at Depository ID,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Identifier 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Identification 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Identifier 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
